대분류,기준품목,세부품목,대표검색어,별칭·검색변형,산지명여부,산지,주출하시작월,주출하종료월,제철표시,소싱확인권장월,상품등록권장월,시즌유형,판매우선도,시즌근거수준,DB구분,출처·메모
과일,열대과일,두리안,두리안,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,라임,라임,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,람부탄,람부탄,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,레드키위,레드키위,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,레몬,레몬,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,롱간,롱간,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,루비골드키위,루비골드키위,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,리치,리치,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,망고스틴,망고스틴,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,몽키바나나,몽키바나나,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,무지개망고,무지개망고,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,무화과,무화과,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,바나나,바나나,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,백용과,백용과,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,백향과,백향과,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,브라질망고,브라질망고,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,석류,석류,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,스위티오파인애플,스위티오파인애플,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,스타후르츠,스타후르츠,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,아보카도,아보카도,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,애플망고,애플망고,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,용과,용과,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,유자,유자,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,자몽,자몽,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,잭프루트,잭프루트,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,적용과,적용과,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,제주애플망고,제주애플망고,"애플망고, 제주애플망고",Y,제주,6,10,6~10월,4,5,중장기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,참다래,참다래,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,체리모야,체리모야,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,카라바오망고,카라바오망고,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,코코넛,코코넛,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,태국망고,태국망고,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,파인애플,파인애플,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,파파야,파파야,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,패션후르츠,패션후르츠,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,페루망고,페루망고,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,포멜로,포멜로,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,필리핀망고,필리핀망고,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,나디아자두,나디아자두,"나디아자두, 나디아",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,노란자두,노란자두,"노란자두, 노란",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,대석자두,대석자두,"대석자두, 대석",N,,6,7,6~7월,4,5,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,대왕자두,대왕자두,"대왕, 대왕자두",N,,6,9,6~9월,4,5,단기,5,기준품목,제철판매확장,제철판매 보강
과일,자두,도담자두,도담자두,"도담자두, 도담",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,로얄대석자두,로얄대석자두,"로얄대석, 로얄대석자두",N,,6,7,6~7월,4,5,초단기,5,세부품목,추가DB,시장·산지 검색어 보강
과일,자두,산타로사자두,산타로사자두,"산타로사자두, 산타로사",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,솔담자두,솔담자두,"솔담자두, 솔담",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,심포니플럼코트,심포니플럼코트,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,왕자두,왕자두,왕,N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,체리자두,체리자두,"체리자두, 체리",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,티파니플럼코트,티파니플럼코트,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,퍼플퀸자두,퍼플퀸자두,"퍼플퀸자두, 퍼플퀸",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,플럼코트,플럼코트,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,하모니플럼코트,하모니플럼코트,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,호무샤자두,호무샤자두,"후무사, 포모사, 호무샤자두, 호무샤",N,,6,9,6~9월,4,5,단기,5,기준품목,제철판매확장,제철판매 보강
과일,자두,홍로센자두,홍로센자두,"홍로센자두, 홍로센",N,,6,7,6~7월,4,5,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,홍자두,홍자두,홍,N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,태양자두,태양자두,"태양, 태양자두",N,,7,8,7~8월,5,6,초단기,5,세부품목,추가DB,시장·산지 검색어 보강
과일,자두,포모사자두,포모사자두,"포모사자두, 포모사",N,,7,8,7~8월,5,6,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,피자두,피자두,피,N,,7,8,7~8월,5,6,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,후무사자두,후무사자두,"후무사자두, 후무사",N,,7,8,7~8월,5,6,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,자두,추희자두,추희자두,"추희자두, 추희",N,,8,9,8~9월,6,7,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,참외,개구리참외,개구리참외,개구리,N,,3,8,3~8월,1,2,중장기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,참외,금싸라기참외,금싸라기참외,금싸라기,N,,3,8,3~8월,1,2,중장기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,참외,꿀참외,꿀참외,꿀,N,,3,8,3~8월,1,2,중장기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,참외,미니참외,미니참외,미니,N,,3,8,3~8월,1,2,중장기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,참외,성주참외,성주참외,"성주, 참외, 성주참외",Y,성주,3,8,3~8월,1,2,중장기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,참외,스마트꿀참외,스마트꿀참외,스마트꿀,N,,3,8,3~8월,1,2,중장기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,참외,오복참외,오복참외,오복,N,,3,8,3~8월,1,2,중장기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,체리,국산체리,국산체리,,N,,5,7,5~7월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,체리,라핀체리,라핀체리,,N,,5,7,5~7월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,체리,레이니어체리,레이니어체리,,N,,5,7,5~7월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,체리,빙체리,빙체리,,N,,5,7,5~7월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,체리,수입체리,수입체리,,N,,5,7,5~7월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,체리,스텔라체리,스텔라체리,,N,,5,7,5~7월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,체리,좌등금체리,좌등금체리,,N,,5,7,5~7월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,체리,타이톤체리,타이톤체리,,N,,5,7,5~7월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,체리,홍수봉체리,홍수봉체리,,N,,5,7,5~7월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,MBA포도,MBA포도,"MBA포도, MBA",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,골드스위트포도,골드스위트포도,"골드스위트, 골드스위트포도",N,,7,10,7~10월,5,6,단기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,포도,김천포도,김천포도,"김천샤인머스켓, 김천포도, 김천, 포도",Y,김천,7,10,7~10월,5,6,단기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,포도,나르샤포도,나르샤포도,"나르샤포도, 나르샤",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,델라웨어포도,델라웨어포도,"델라웨어포도, 델라웨어",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,레드글로브포도,레드글로브포도,"레드글로브포도, 레드글로브",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,루비로망,루비로망,,N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,마이하트포도,마이하트포도,"마이하트포도, 마이하트",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,머루포도,머루포도,"머루, 머루포도",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,무주머루,무주머루,"무주머루포도, 머루, 무주머루",Y,무주,7,10,7~10월,5,6,단기,4,기준품목,제철판매확장,제철판매 보강
과일,포도,바이올렛킹포도,바이올렛킹포도,"바이올렛킹포도, 바이올렛킹",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,베니바라드포도,베니바라드포도,"베니바라드, 베니바라드포도",N,,7,10,7~10월,5,6,단기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,포도,블랙사파이어포도,블랙사파이어포도,"블랙사파이어포도, 블랙사파이어",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,상주샤인머스켓,상주샤인머스켓,"상주샤인머스캣, 샤인머스캣, 샤인포도, 샤인머스켓, 상주샤인머스켓",Y,상주,7,10,7~10월,5,6,단기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,포도,상주포도,상주포도,"상주포도, 상주, 포도",Y,상주,7,10,7~10월,5,6,단기,4,기준품목,제철판매확장,제철판매 보강
과일,포도,새마루포도,새마루포도,"새마루포도, 새마루",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,슈팅스타포도,슈팅스타포도,"슈팅스타포도, 슈팅스타",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,스튜벤포도,스튜벤포도,"스튜벤포도, 스튜벤",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,영동포도,영동포도,"충북영동포도, 영동포도, 영동, 포도",Y,영동,7,10,7~10월,5,6,단기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,포도,천안거봉,천안거봉,"천안거봉포도, 거봉, 천안거봉",Y,천안,7,10,7~10월,5,6,단기,4,기준품목,제철판매확장,제철판매 보강
과일,포도,청포도,청포도,청,N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,충랑포도,충랑포도,"충랑포도, 충랑",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,코튼캔디포도,코튼캔디포도,"솜사탕포도, 코튼캔디, 코튼캔디포도",N,,7,10,7~10월,5,6,단기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,포도,크림슨포도,크림슨포도,"크림슨포도, 크림슨",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,킹데라포도,킹데라포도,"킹데라포도, 킹데라",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,홍주씨들리스,홍주씨들리스,,N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,흑보석포도,흑보석포도,"흑보석포도, 흑보석",N,,7,10,7~10월,5,6,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,거봉포도,거봉포도,"거봉, 거봉포도",N,,8,9,8~9월,6,7,초단기,5,세부품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,샤인머스켓,샤인머스켓,"샤인머스캣, 샤인포도",N,,8,10,8~10월,6,7,단기,4,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,포도,캠벨포도,캠벨포도,"캠벨얼리, 캠벨포도, 캠벨",N,,8,9,8~9월,6,7,초단기,5,세부품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
채소,감자,감자,감자,햇감자,N,,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,강원도감자,강원도감자,"강원감자, 강원도감자, 강원도, 감자",Y,강원도,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,김제감자,김제감자,"김제감자, 김제, 감자",Y,김제,5,7,5~7월,3,4,단기,4,기준품목,제철판매확장,제철판매 보강
채소,감자,대지감자,대지감자,"대지, 대지감자",N,,5,7,5~7월,3,4,단기,4,기준품목,제철판매확장,제철판매 보강
채소,감자,두백감자,두백감자,"두백, 두백감자",N,,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,보성감자,보성감자,"보성감자, 보성, 감자",Y,보성,5,7,5~7월,3,4,단기,4,기준품목,제철판매확장,제철판매 보강
채소,감자,설봉감자,설봉감자,"설봉, 설봉감자",N,,5,7,5~7월,3,4,단기,4,기준품목,제철판매확장,제철판매 보강
채소,감자,수미감자,수미감자,"수미, 수미감자",N,,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,알감자,알감자,"조림감자, 알",N,,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,왕감자,왕감자,"대과감자, 왕",N,,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,자색감자,자색감자,"보라감자, 자색감자, 자색",N,,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,제주감자,제주감자,"제주햇감자, 제주감자, 제주, 감자",Y,제주,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,제주햇감자,제주햇감자,"제주감자, 제주햇감자, 제주햇, 햇감자",Y,제주,5,7,5~7월,3,4,단기,4,기준품목,제철판매확장,제철판매 보강
채소,감자,추백감자,추백감자,"추백, 추백감자",N,,5,7,5~7월,3,4,단기,4,기준품목,제철판매확장,제철판매 보강
채소,감자,평창감자,평창감자,"평창햇감자, 평창감자, 평창, 감자",Y,평창,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,하지감자,하지감자,"봄감자, 하지감자, 하지",N,,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,감자,홍감자,홍감자,"빨간감자, 홍",N,,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,갓,여수돌산갓,여수돌산갓,"돌산갓, 여수돌산갓",Y,여수,10,12,10~12월,8,9,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,강화고구마,강화고구마,"강화속노랑고구마, 강화고구마, 강화, 고구마",Y,강화,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,고구마,고구마,햇고구마,N,,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,꿀고구마,꿀고구마,"베니하루카, 꿀고구마, 꿀",N,,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,당진고구마,당진고구마,"당진고구마, 당진, 고구마",Y,당진,8,11,8~11월,6,7,단기,4,기준품목,제철판매확장,제철판매 보강
채소,고구마,물고구마,물고구마,"말랑고구마, 물고구마, 물",N,,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,밤고구마,밤고구마,"밤맛고구마, 밤고구마, 밤",N,,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,베니하루카고구마,베니하루카고구마,"베니하루카, 꿀고구마, 베니하루카고구마",N,,8,11,8~11월,6,7,단기,4,기준품목,제철판매확장,제철판매 보강
채소,고구마,소담미고구마,소담미고구마,"소담미, 소담미고구마",N,,8,11,8~11월,6,7,단기,4,기준품목,제철판매확장,제철판매 보강
채소,고구마,여주고구마,여주고구마,"여주밤고구마, 여주고구마, 여주, 고구마",Y,여주,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,영암고구마,영암고구마,"영암고구마, 영암, 고구마",Y,영암,8,11,8~11월,6,7,단기,4,기준품목,제철판매확장,제철판매 보강
채소,고구마,익산고구마,익산고구마,"익산고구마, 익산, 고구마",Y,익산,8,11,8~11월,6,7,단기,4,기준품목,제철판매확장,제철판매 보강
채소,고구마,자색고구마,자색고구마,"보라고구마, 자색고구마, 자색",N,,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,진율미고구마,진율미고구마,"진율미, 진율미고구마",N,,8,11,8~11월,6,7,단기,4,기준품목,제철판매확장,제철판매 보강
채소,고구마,풍원미고구마,풍원미고구마,"풍원미, 풍원미고구마",N,,8,11,8~11월,6,7,단기,4,기준품목,제철판매확장,제철판매 보강
채소,고구마,한입고구마,한입고구마,"꼬마고구마, 한입고구마, 한입",N,,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,해남고구마,해남고구마,"해남꿀고구마, 해남고구마, 해남, 고구마",Y,해남,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,고구마,호박고구마,호박고구마,"호박꿀고구마, 호박고구마, 호박",N,,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,과채류,가시오이,가시오이,"취청오이, 가시",N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,가지,가지,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,가지고추,가지고추,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,꽈리고추,꽈리고추,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,노각,노각,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,노란방울토마토,노란방울토마토,노란방울,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,노랑파프리카,노랑파프리카,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,늙은호박,늙은호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,단호박,단호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,대저토마토,대저토마토,"대저, 토마토, 대저토마토",Y,대저,4,10,4~10월,2,3,중장기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,대추방울토마토,대추방울토마토,대추방울,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,땅콩호박,땅콩호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,마리네이드토마토,마리네이드토마토,마리네이드,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,과채류,맷돌호박,맷돌호박,,N,,4,10,4~10월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
